Unnamed: 0,timestamp_utc,value
12838,2023-05-14 16:30:00+00:00,0.161
12839,2023-05-14 16:45:00+00:00,0.15289
12840,2023-05-14 17:00:00+00:00,0.0782
12841,2023-05-14 17:15:00+00:00,0.04
12842,2023-05-14 17:30:00+00:00,0.096
12843,2023-05-14 17:45:00+00:00,0.1286
12844,2023-05-14 18:00:00+00:00,0.10712
12845,2023-05-14 18:15:00+00:00,0.0750199999999999
12846,2023-05-14 18:30:00+00:00,0.1082
12847,2023-05-14 18:45:00+00:00,0.11712
12848,2023-05-14 19:00:00+00:00,0.1408
12849,2023-05-14 19:15:00+00:00,0.17004
12850,2023-05-14 19:30:00+00:00,0.1777
12851,2023-05-14 19:45:00+00:00,0.17219
12852,2023-05-14 20:00:00+00:00,0.18
12853,2023-05-14 20:15:00+00:00,0.15916
12854,2023-05-14 20:30:00+00:00,0.1291399999999999
12855,2023-05-14 20:45:00+00:00,0.14
12856,2023-05-14 21:00:00+00:00,0.13223
12857,2023-05-14 21:15:00+00:00,0.2
12858,2023-05-14 21:30:00+00:00,0.1199
12859,2023-05-14 21:45:00+00:00,0.116
12860,2023-05-14 22:00:00+00:00,0.1013
12861,2023-05-14 22:15:00+00:00,0.0964
12862,2023-05-14 22:30:00+00:00,0.078
12863,2023-05-14 22:45:00+00:00,0.06125
12864,2023-05-14 23:00:00+00:00,0.10001
12865,2023-05-14 23:15:00+00:00,0.0994
12866,2023-05-14 23:30:00+00:00,0.1014
12867,2023-05-14 23:45:00+00:00,0.04126
12868,2023-05-15 00:00:00+00:00,0.11815
12869,2023-05-15 00:15:00+00:00,0.06575
12870,2023-05-15 00:30:00+00:00,0.09537
12871,2023-05-15 00:45:00+00:00,0.08459
12872,2023-05-15 01:00:00+00:00,0.08972
12873,2023-05-15 01:15:00+00:00,0.08962
12874,2023-05-15 01:30:00+00:00,0.1
12875,2023-05-15 01:45:00+00:00,0.0983499999999999
12876,2023-05-15 02:00:00+00:00,0.04706
12877,2023-05-15 02:15:00+00:00,0.03968
12878,2023-05-15 02:30:00+00:00,0.097
12879,2023-05-15 02:45:00+00:00,0.095
12880,2023-05-15 03:00:00+00:00,0.11597
12881,2023-05-15 03:15:00+00:00,0.09031
12882,2023-05-15 03:30:00+00:00,0.1003
12883,2023-05-15 03:45:00+00:00,0.10615
12884,2023-05-15 04:00:00+00:00,0.10393
12885,2023-05-15 04:15:00+00:00,0.13102
12886,2023-05-15 04:30:00+00:00,0.09118
12887,2023-05-15 04:45:00+00:00,0.12401
12888,2023-05-15 05:00:00+00:00,0.14879
12889,2023-05-15 05:15:00+00:00,0.19396
12890,2023-05-15 05:30:00+00:00,0.119
12891,2023-05-15 05:45:00+00:00,0.13913
12892,2023-05-15 06:00:00+00:00,0.7
12893,2023-05-15 06:15:00+00:00,0.35478
12894,2023-05-15 06:30:00+00:00,0.212
12895,2023-05-15 06:45:00+00:00,0.1009
12896,2023-05-15 07:00:00+00:00,0.1003
12897,2023-05-15 07:15:00+00:00,0.1191
12898,2023-05-15 07:30:00+00:00,0.083
12899,2023-05-15 07:45:00+00:00,0.09999
12900,2023-05-15 08:00:00+00:00,0.12
12901,2023-05-15 08:15:00+00:00,0.076
12902,2023-05-15 08:30:00+00:00,0.07
12903,2023-05-15 08:45:00+00:00,0.04
12904,2023-05-15 09:00:00+00:00,0.08479
12905,2023-05-15 09:15:00+00:00,0.1001
12906,2023-05-15 09:30:00+00:00,0.065
12907,2023-05-15 09:45:00+00:00,0.07995
12908,2023-05-15 10:00:00+00:00,0.057
12909,2023-05-15 10:15:00+00:00,0.04
12910,2023-05-15 10:30:00+00:00,0.04722
12911,2023-05-15 10:45:00+00:00,0.16
12912,2023-05-15 11:00:00+00:00,0.14036
12913,2023-05-15 11:15:00+00:00,0.106
12914,2023-05-15 11:30:00+00:00,0.09937
12915,2023-05-15 11:45:00+00:00,0.01718
12916,2023-05-15 12:00:00+00:00,0.01056
12917,2023-05-15 12:15:00+00:00,0.045
12918,2023-05-15 12:30:00+00:00,-0.02726
12919,2023-05-15 12:45:00+00:00,-0.005
12920,2023-05-15 13:00:00+00:00,0.035
12921,2023-05-15 13:15:00+00:00,0.07
12922,2023-05-15 13:30:00+00:00,0.05112
12923,2023-05-15 13:45:00+00:00,0.065
12924,2023-05-15 14:00:00+00:00,0.08999
12925,2023-05-15 14:15:00+00:00,0.1
12926,2023-05-15 14:30:00+00:00,0.08001
12927,2023-05-15 14:45:00+00:00,0.0855
12928,2023-05-15 15:00:00+00:00,0.06259
12929,2023-05-15 15:15:00+00:00,0.06495
12930,2023-05-15 15:30:00+00:00,0.079
12931,2023-05-15 15:45:00+00:00,0.086
12932,2023-05-15 16:00:00+00:00,0.10919
12933,2023-05-15 16:15:00+00:00,0.06282
12934,2023-05-15 16:30:00+00:00,0.0542
12935,2023-05-15 16:45:00+00:00,0.07
12936,2023-05-15 17:00:00+00:00,0.035
12937,2023-05-15 17:15:00+00:00,0.07095
12938,2023-05-15 17:30:00+00:00,0.10392
12939,2023-05-15 17:45:00+00:00,0.07155
12940,2023-05-15 18:00:00+00:00,0.04962
12941,2023-05-15 18:15:00+00:00,0.05
12942,2023-05-15 18:30:00+00:00,0.05
12943,2023-05-15 18:45:00+00:00,0.0295
12944,2023-05-15 19:00:00+00:00,0.061
12945,2023-05-15 19:15:00+00:00,0.08968
12946,2023-05-15 19:30:00+00:00,0.16022
12947,2023-05-15 19:45:00+00:00,0.1344
12948,2023-05-15 20:00:00+00:00,0.12
12949,2023-05-15 20:15:00+00:00,0.08016
12950,2023-05-15 20:30:00+00:00,0.11167
12951,2023-05-15 20:45:00+00:00,0.048
12952,2023-05-15 21:00:00+00:00,0.05678
12953,2023-05-15 21:15:00+00:00,0.075
12954,2023-05-15 21:30:00+00:00,0.0852
12955,2023-05-15 21:45:00+00:00,-0.0062
12956,2023-05-15 22:00:00+00:00,0.06643
12957,2023-05-15 22:15:00+00:00,0.0722
12958,2023-05-15 22:30:00+00:00,0.07
12959,2023-05-15 22:45:00+00:00,0.0619
12960,2023-05-15 23:00:00+00:00,0.07
12961,2023-05-15 23:15:00+00:00,0.1
12962,2023-05-15 23:30:00+00:00,0.08305
12963,2023-05-15 23:45:00+00:00,0.093
12964,2023-05-16 00:00:00+00:00,0.07845
12965,2023-05-16 00:15:00+00:00,0.05227
12966,2023-05-16 00:30:00+00:00,-0.01499
12967,2023-05-16 00:45:00+00:00,-0.0152
12968,2023-05-16 01:00:00+00:00,1e-05
12969,2023-05-16 01:15:00+00:00,0.06501
12970,2023-05-16 01:30:00+00:00,0.08295
12971,2023-05-16 01:45:00+00:00,0.09999
12972,2023-05-16 02:00:00+00:00,0.05
12973,2023-05-16 02:15:00+00:00,0.10795
12974,2023-05-16 02:30:00+00:00,0.11698
12975,2023-05-16 02:45:00+00:00,0.08488
12976,2023-05-16 03:00:00+00:00,0.099
12977,2023-05-16 03:15:00+00:00,0.05143
12978,2023-05-16 03:30:00+00:00,0.06122
12979,2023-05-16 03:45:00+00:00,0.04751
12980,2023-05-16 04:00:00+00:00,0.1094
12981,2023-05-16 04:15:00+00:00,0.13181
12982,2023-05-16 04:30:00+00:00,0.10793
12983,2023-05-16 04:45:00+00:00,0.14746
12984,2023-05-16 05:00:00+00:00,0.1042
12985,2023-05-16 05:15:00+00:00,0.106
12986,2023-05-16 05:30:00+00:00,0.08
12987,2023-05-16 05:45:00+00:00,0.07
12988,2023-05-16 06:00:00+00:00,0.11297
12989,2023-05-16 06:15:00+00:00,0.098
12990,2023-05-16 06:30:00+00:00,0.04342
12991,2023-05-16 06:45:00+00:00,-0.00798
12992,2023-05-16 07:00:00+00:00,0.12
12993,2023-05-16 07:15:00+00:00,0.095
12994,2023-05-16 07:30:00+00:00,0.155
12995,2023-05-16 07:45:00+00:00,0.15577
12996,2023-05-16 08:00:00+00:00,0.1415
12997,2023-05-16 08:15:00+00:00,0.1399
12998,2023-05-16 08:30:00+00:00,0.1757
12999,2023-05-16 08:45:00+00:00,0.09
13000,2023-05-16 09:00:00+00:00,0.123
13001,2023-05-16 09:15:00+00:00,0.1556399999999999
13002,2023-05-16 09:30:00+00:00,0.0799599999999999
13003,2023-05-16 09:45:00+00:00,0.035
13004,2023-05-16 10:00:00+00:00,0.08001
13005,2023-05-16 10:15:00+00:00,0.065
13006,2023-05-16 10:30:00+00:00,0.06541
13007,2023-05-16 10:45:00+00:00,0.05
13008,2023-05-16 11:00:00+00:00,0.077
13009,2023-05-16 11:15:00+00:00,0.15
13010,2023-05-16 11:30:00+00:00,0.09
13011,2023-05-16 11:45:00+00:00,0.07186
13012,2023-05-16 12:00:00+00:00,0.093
13013,2023-05-16 12:15:00+00:00,0.065
13014,2023-05-16 12:30:00+00:00,0.08
13015,2023-05-16 12:45:00+00:00,0.1
13016,2023-05-16 13:00:00+00:00,0.07639
13017,2023-05-16 13:15:00+00:00,0.065
13018,2023-05-16 13:30:00+00:00,0.098
13019,2023-05-16 13:45:00+00:00,0.1608
13020,2023-05-16 14:00:00+00:00,0.12
13021,2023-05-16 14:15:00+00:00,0.1164
13022,2023-05-16 14:30:00+00:00,0.11
13023,2023-05-16 14:45:00+00:00,0.13
13024,2023-05-16 15:00:00+00:00,0.135
13025,2023-05-16 15:15:00+00:00,0.105
13026,2023-05-16 15:30:00+00:00,0.0805
13027,2023-05-16 15:45:00+00:00,0.0818
13028,2023-05-16 16:00:00+00:00,0.03892
13029,2023-05-16 16:15:00+00:00,0.00101
13030,2023-05-16 16:30:00+00:00,0.05
13031,2023-05-16 16:45:00+00:00,-0.0116
13032,2023-05-16 17:00:00+00:00,-0.00501
13033,2023-05-16 17:15:00+00:00,-0.0095
13034,2023-05-16 17:30:00+00:00,0.05001
13035,2023-05-16 17:45:00+00:00,0.08369
13036,2023-05-16 18:00:00+00:00,0.06404
13037,2023-05-16 18:15:00+00:00,0.11
13038,2023-05-16 18:30:00+00:00,0.13
13039,2023-05-16 18:45:00+00:00,0.1036
13040,2023-05-16 19:00:00+00:00,0.1
13041,2023-05-16 19:15:00+00:00,0.09234
13042,2023-05-16 19:30:00+00:00,0.106
13043,2023-05-16 19:45:00+00:00,0.09232
13044,2023-05-16 20:00:00+00:00,0.13068
13045,2023-05-16 20:15:00+00:00,0.089
13046,2023-05-16 20:30:00+00:00,0.06999
13047,2023-05-16 20:45:00+00:00,0.07286
13048,2023-05-16 21:00:00+00:00,0.02975
13049,2023-05-16 21:15:00+00:00,0.0611
13050,2023-05-16 21:30:00+00:00,0.035
13051,2023-05-16 21:45:00+00:00,0.0013
13052,2023-05-16 22:00:00+00:00,0.06933
13053,2023-05-16 22:15:00+00:00,0.0752999999999999
13054,2023-05-16 22:30:00+00:00,0.01798
13055,2023-05-16 22:45:00+00:00,0.0194899999999999
13056,2023-05-16 23:00:00+00:00,0.05113
13057,2023-05-16 23:15:00+00:00,0.01408
13058,2023-05-16 23:30:00+00:00,0.0225
13059,2023-05-16 23:45:00+00:00,-0.005
13060,2023-05-17 00:00:00+00:00,0.0542
13061,2023-05-17 00:15:00+00:00,0.001
13062,2023-05-17 00:30:00+00:00,-0.00752
13063,2023-05-17 00:45:00+00:00,0.025
13064,2023-05-17 01:00:00+00:00,-0.00293
13065,2023-05-17 01:15:00+00:00,0.02
13066,2023-05-17 01:30:00+00:00,0.00699
13067,2023-05-17 01:45:00+00:00,0.006
13068,2023-05-17 02:00:00+00:00,-0.0005
13069,2023-05-17 02:15:00+00:00,0.0405
13070,2023-05-17 02:30:00+00:00,0.095
13071,2023-05-17 02:45:00+00:00,0.09842
13072,2023-05-17 03:00:00+00:00,0.09839
13073,2023-05-17 03:15:00+00:00,0.0562
13074,2023-05-17 03:30:00+00:00,0.05589
13075,2023-05-17 03:45:00+00:00,0.021
13076,2023-05-17 04:00:00+00:00,0.08368
13077,2023-05-17 04:15:00+00:00,-0.03999
13078,2023-05-17 04:30:00+00:00,0.0466199999999999
13079,2023-05-17 04:45:00+00:00,0.09753
13080,2023-05-17 05:00:00+00:00,0.2191999999999999
13081,2023-05-17 05:15:00+00:00,0.095
13082,2023-05-17 05:30:00+00:00,0.09046
13083,2023-05-17 05:45:00+00:00,0.13
13084,2023-05-17 06:00:00+00:00,0.09293
13085,2023-05-17 06:15:00+00:00,0.06
13086,2023-05-17 06:30:00+00:00,-1e-05
13087,2023-05-17 06:45:00+00:00,0.0186
13088,2023-05-17 07:00:00+00:00,0.05191
13089,2023-05-17 07:15:00+00:00,0.2
13090,2023-05-17 07:30:00+00:00,0.1399
13091,2023-05-17 07:45:00+00:00,0.105
13092,2023-05-17 08:00:00+00:00,0.07906
13093,2023-05-17 08:15:00+00:00,0.133
13094,2023-05-17 08:30:00+00:00,0.078
13095,2023-05-17 08:45:00+00:00,0.0460799999999999
13096,2023-05-17 09:00:00+00:00,0.094
13097,2023-05-17 09:15:00+00:00,0.1443
13098,2023-05-17 09:30:00+00:00,0.07
13099,2023-05-17 09:45:00+00:00,0.075
13100,2023-05-17 10:00:00+00:00,0.0765999999999999
13101,2023-05-17 10:15:00+00:00,0.0645
13102,2023-05-17 10:30:00+00:00,0.0649899999999999
13103,2023-05-17 10:45:00+00:00,0.02198
13104,2023-05-17 11:00:00+00:00,0.07
13105,2023-05-17 11:15:00+00:00,0.02
13106,2023-05-17 11:30:00+00:00,0.01
13107,2023-05-17 11:45:00+00:00,0.001
13108,2023-05-17 12:00:00+00:00,-0.02698
13109,2023-05-17 12:15:00+00:00,-0.01
13110,2023-05-17 12:30:00+00:00,-0.02166
13111,2023-05-17 12:45:00+00:00,-0.033
13112,2023-05-17 13:00:00+00:00,-0.02
13113,2023-05-17 13:15:00+00:00,-0.005
13114,2023-05-17 13:30:00+00:00,-0.044
13115,2023-05-17 13:45:00+00:00,0.00574
13116,2023-05-17 14:00:00+00:00,-0.03
13117,2023-05-17 14:15:00+00:00,0.0156
13118,2023-05-17 14:30:00+00:00,-0.00146
13119,2023-05-17 14:45:00+00:00,0.015
13120,2023-05-17 15:00:00+00:00,-0.0070199999999999
